Station_ID,City,Install_Date,Charger_Type,Daily_Avg_Utilization_Hrs,Avg_Charging_Rate_INR,Electricity_Cost_INR,Total_Energy_Dispensed_kWh,Maintenance_Incidents,Total_Maintenance_Cost_INR,Operational_Status,Install_Cost_INR,Total_Revenue,Total_Operational_Cost,Net_Profit,ROI
EV-0602,Hyderabad,2023-11-12,L2,4.25,16.64,8.04,53447.35,3,19562.58,Under Maintenance,202718.22,889363.9,449279.27,440084.63,217.09
EV-0603,Hyderabad,2023-01-24,DCFC,4.74,18.72,9.3,69343.45,1,23498.93,Active,1619148.16,1298109.38,668393.02,629716.36,38.89
EV-0604,Kochi,2023-11-25,L2,6.66,17.66,7.29,50532.84,1,18204.93,Active,170612.32,892409.95,386589.33,505820.62,296.47
EV-0605,Chennai,2024-02-06,L2,9.29,16.52,6.91,35976.19,3,10704.07,Active,159822.21,594326.66,259299.54,335027.12,209.62
EV-0606,Bangalore,2022-06-28,Unknown,9.28,19.88,8.0,21979.67,2,11364.94,Under Maintenance,280731.3,436955.84,187202.3,249753.54,88.97
EV-0607,Hyderabad,2023-09-23,L2,6.49,18.26,6.31,72942.36,4,14950.17,Active,259610.24,1331927.49,475216.46,856711.03,330.0
EV-0608,Chennai,2023-08-06,L2,8.43,17.68,8.7,65627.76,5,16537.59,Active,197624.89,1160298.8,587499.1,572799.7,289.84
EV-0609,Hyderabad,2022-11-05,L2,2.28,16.79,8.1,54531.15,3,12600.89,Active,225686.7,915578.01,454303.2,461274.81,204.39
EV-0610,Madurai,2023-02-20,DCFC,4.7,16.44,7.66,72169.91,2,223.31,Active,1345392.14,1186473.32,553044.82,633428.5,47.08
EV-0611,Hyderabad,2023-07-16,DCFC,4.75,22.48,7.61,53358.79,4,9108.55,Active,1482909.82,1199505.6,415168.94,784336.66,52.89
EV-0612,Bangalore,2022-01-01,L2,9.63,19.17,8.91,42034.45,1,12778.75,Active,160549.59,805800.41,387305.7,418494.71,260.66
EV-0613,Coimbatore,2022-11-08,DCFC,8.14,16.32,8.88,58326.98,4,8187.59,Under Maintenance,1673508.39,951896.31,526131.17,425765.14,25.44
EV-0614,Madurai,2022-10-21,L2,6.96,19.08,7.75,37554.11,2,8932.35,Active,232025.48,716532.42,299976.7,416555.72,179.53
EV-0615,Kochi,2022-08-04,Unknown,7.2,20.62,8.59,35065.28,3,25254.85,Active,191827.58,723046.07,326465.61,396580.46,206.74
EV-0616,Bangalore,2023-03-17,L2,10.42,18.84,8.86,61574.11,3,14956.89,Active,279386.15,1160056.23,560503.5,599552.73,214.6
EV-0617,Hyderabad,2023-08-17,DCFC,6.07,21.25,8.34,62836.38,1,13069.43,Active,1695989.87,1335273.08,537124.84,798148.24,47.06
EV-0618,Chennai,2023-09-14,L2,3.21,15.41,7.79,30893.93,2,18336.72,Under Maintenance,188152.37,476075.46,259000.43,217075.03,115.37
EV-0621,Kochi,2023-04-22,L2,8.88,19.05,8.07,39330.43,3,23526.87,Active,262078.52,749244.69,340923.44,408321.25,155.8
EV-0622,Hyderabad,2023-03-29,L2,6.39,11.82,7.77,57147.33,2,17174.04,Offline,293585.34,675481.44,461208.79,214272.65,72.98
EV-0623,Kochi,2023-03-29,L2,4.4,17.25,7.61,50720.75,2,7335.96,Under Maintenance,222992.56,874932.94,393320.87,481612.07,215.98
EV-0624,Chennai,2023-11-23,L2,7.51,16.48,6.27,67473.59,3,9987.59,Active,251125.21,1111964.76,433047.0,678917.76,270.35
EV-0625,Kochi,2022-08-07,L2,6.53,15.72,6.97,54758.87,2,12990.71,Active,273581.6,860809.44,394660.03,466149.41,170.39
EV-0626,Kochi,2023-06-08,L2,6.96,16.48,7.51,40331.35,3,17532.82,Active,221930.47,664660.65,320421.26,344239.39,155.11
EV-0627,Coimbatore,2023-04-30,Unknown,10.54,19.69,8.9,21633.07,4,15471.58,Active,222214.68,425955.15,208005.9,217949.25,98.08
EV-0628,Coimbatore,2024-01-24,L2,3.75,16.47,8.29,52691.84,2,7634.87,Active,197798.21,867834.6,444450.22,423384.38,214.05
EV-0629,Coimbatore,2022-06-23,L2,7.21,16.53,8.94,24345.08,2,6741.24,Active,267123.86,402424.17,224386.26,178037.91,66.65
EV-0630,Kochi,2023-11-06,L2,4.45,15.26,9.24,40145.67,1,16295.04,Active,252929.37,612622.92,387241.03,225381.89,89.11
EV-0631,Kochi,2022-03-28,L2,0.02,21.04,8.33,39174.1,3,15600.2,Active,217670.98,824223.06,341920.45,482302.61,221.57
EV-0632,Bangalore,2022-10-18,L2,6.38,19.37,8.14,42373.59,3,13950.62,Active,212900.5,820776.44,358871.64,461904.8,216.96
EV-0633,Kochi,2023-06-12,DCFC,6.58,13.52,7.03,30259.49,3,17414.63,Active,1558921.14,409108.3,230138.84,178969.46,11.48
EV-0634,Bangalore,2023-11-11,L2,8.06,16.54,9.99,39120.85,4,21234.06,Active,150975.17,647058.86,412051.35,235007.51,155.66
EV-0635,Bangalore,2023-10-11,L2,5.96,19.56,6.58,67188.57,3,16550.34,Active,229334.09,1314208.43,458651.13,855557.3,373.06
EV-0636,Coimbatore,2023-09-27,L2,2.78,21.06,8.12,67147.23,2,10291.75,Active,212623.93,1414120.66,555527.26,858593.4,403.81
EV-0637,Hyderabad,2022-12-10,L2,4.44,20.18,8.83,72987.5,3,24576.1,Active,269405.51,1472887.75,669055.72,803832.03,298.37
EV-0638,Chennai,2022-04-06,L2,9.79,17.79,8.85,50152.2,4,14118.46,Active,231398.11,892207.64,457965.43,434242.21,187.66
EV-0639,Coimbatore,2024-02-09,Unknown,4.41,14.64,6.84,54068.29,6,15587.75,Active,290505.91,791559.77,385414.85,406144.92,139.81
EV-0640,Coimbatore,2022-08-29,L2,10.46,20.24,7.58,67409.17,3,11731.71,Active,179421.12,1364361.6,522693.22,841668.38,469.1
EV-0641,Hyderabad,2023-11-20,L2,9.12,17.91,7.2,27940.09,3,9627.93,Offline,298522.55,500407.01,210796.58,289610.43,97.01
EV-0642,Chennai,2022-11-14,DCFC,10.27,18.64,6.02,62084.43,5,19330.25,Active,1649301.17,1157253.78,393078.52,764175.26,46.33
EV-0643,Kochi,2022-08-19,DCFC,4.68,18.15,8.13,69535.17,3,8936.03,Active,1388734.27,1262063.34,574256.96,687806.38,49.53
EV-0644,Madurai,2022-07-23,L2,9.12,15.79,7.28,36665.6,5,49.71,Active,225278.06,578949.82,266975.28,311974.54,138.48
EV-0645,Madurai,2022-05-31,L2,5.9,19.23,9.51,70739.59,4,14218.7,Active,203936.46,1360322.32,686952.2,673370.12,330.19
EV-0646,Kochi,2022-01-26,DCFC,2.64,18.95,8.62,80865.74,1,20511.74,Active,1595055.33,1532405.77,717574.42,814831.35,51.08
EV-0647,Coimbatore,2022-02-17,L2,7.91,17.65,8.04,61667.7,3,10078.44,Active,170225.12,1088434.9,505886.75,582548.15,342.22
EV-0648,Chennai,2022-09-08,L2,7.54,19.44,7.53,58917.57,4,27797.44,Active,256725.87,1145357.56,471446.74,673910.82,262.5
EV-0649,Coimbatore,2023-05-02,DCFC,9.34,15.75,8.12,33203.36,2,21931.89,Active,1423982.99,522952.92,291543.17,231409.75,16.25
EV-0651,Coimbatore,2024-02-26,L2,5.13,18.55,8.07,34616.14,1,9444.59,Active,198847.27,642129.4,288796.84,353332.56,177.69
EV-0652,Coimbatore,2022-03-16,DCFC,9.67,15.03,9.9,55546.11,4,7014.51,Active,1725491.91,834858.03,556921.0,277937.03,16.11
EV-0653,Kochi,2023-04-12,L2,9.92,18.39,6.94,57066.43,1,14431.58,Active,180813.49,1049451.65,410472.6,638979.05,353.39
EV-0654,Kochi,2023-03-01,L2,7.08,19.97,7.83,556.2,3,15340.6,Active,165422.16,11107.31,19695.65,-8588.34,-5.19
EV-0655,Kochi,2023-10-07,L2,6.65,17.89,8.71,56087.05,2,13978.06,Active,196885.46,1003397.32,502496.27,500901.05,254.41
EV-0657,Bangalore,2022-07-19,DCFC,8.97,19.62,9.58,18622.15,3,33728.12,Active,1362982.08,365366.58,212128.32,153238.26,11.24
EV-0658,Kochi,2024-01-06,DCFC,8.4,17.72,8.68,49047.22,1,17363.37,Active,1645473.16,869116.74,443093.24,426023.5,25.89
EV-0659,Chennai,2023-12-15,L2,5.11,17.9,7.28,20793.27,3,17632.33,Active,180374.86,372199.53,169007.34,203192.19,112.65
EV-0661,Hyderabad,2023-05-22,DCFC,15.24,18.47,7.3,21053.35,4,14975.41,Under Maintenance,1730381.48,388855.37,168664.86,220190.51,12.72
EV-0662,Chennai,2023-02-14,L2,2.84,17.83,7.2,52393.13,3,17058.17,Active,199856.84,934169.51,394288.71,539880.8,270.13
EV-0663,Chennai,2022-09-07,DCFC,21.86,19.5,7.86,61904.07,5,20124.46,Offline,1569751.7,1207129.36,506690.45,700438.91,44.62
EV-0664,Kochi,2022-06-01,Unknown,5.73,19.63,9.26,56146.08,4,18304.24,Active,1744583.58,1102147.55,538216.94,563930.61,32.32
EV-0665,Hyderabad,2023-11-03,L2,6.29,20.08,8.75,36047.26,4,9719.12,Offline,281073.56,723828.98,325132.64,398696.34,141.85
EV-0666,Hyderabad,2023-12-06,L2,4.82,17.48,7.98,40859.08,3,11338.99,Active,225144.27,714216.72,337394.45,376822.27,167.37
EV-0667,Madurai,2022-01-06,L2,8.46,14.15,8.78,54084.09,1,9765.43,Under Maintenance,199676.46,765289.87,484623.74,280666.13,140.56
EV-0668,Hyderabad,2024-02-08,L2,2.9,19.98,8.27,49197.52,2,14950.17,Active,299440.74,982966.45,421813.66,561152.79,187.4
EV-0669,Bangalore,2024-02-28,L2,1.9,19.36,6.83,30068.07,0,15183.68,Active,203345.0,582117.84,220548.6,361569.24,177.81
EV-0670,Kochi,2022-04-20,L2,10.53,17.23,7.85,46413.09,3,20145.46,Active,214290.4,799697.54,384488.22,415209.32,193.76
EV-0671,Hyderabad,2024-03-08,DCFC,4.49,19.61,7.93,35829.38,3,15207.16,Active,1677195.21,702614.14,299334.14,403280.0,24.04
EV-0672,Madurai,2023-03-12,DCFC,8.37,15.6,8.76,56173.37,1,8578.46,Active,1624522.1,876304.57,500657.18,375647.39,23.12
EV-0673,Bangalore,2022-08-13,DCFC,6.82,20.56,7.43,69480.46,4,11985.3,Active,1281326.93,1428518.26,528225.12,900293.14,70.26
EV-0674,Coimbatore,2022-06-30,L2,8.27,17.83,7.09,88963.75,4,12920.01,Active,162856.51,1586223.66,643673.0,942550.66,578.76
EV-0675,Coimbatore,2023-12-14,L2,10.71,16.84,7.95,55071.0,2,19172.01,Active,170895.88,927395.64,456986.46,470409.18,275.26
EV-0676,Kochi,2023-06-15,L2,5.18,17.26,7.35,59689.58,5,22014.88,Active,150696.12,1030242.15,460733.29,569508.86,377.92
EV-0677,Madurai,2023-04-21,L2,1.67,18.04,7.68,41010.24,4,7046.18,Active,151431.64,739824.73,322004.82,417819.91,275.91
EV-0678,Coimbatore,2022-02-21,DCFC,19.3,18.48,7.92,41939.35,5,25292.64,Active,1742066.22,775039.19,357452.29,417586.9,23.97
EV-0679,Madurai,2023-07-25,DCFC,8.82,18.6,7.62,69260.84,3,12990.64,Under Maintenance,1258368.82,1288251.62,540758.24,747493.38,59.4
EV-0680,Kochi,2022-09-13,L2,5.32,17.64,8.96,45855.08,4,13378.9,Under Maintenance,238050.65,808883.61,424240.42,384643.19,161.58
EV-0681,Coimbatore,2022-05-05,DCFC,5.96,18.9,9.41,51094.21,3,9678.79,Offline,1597814.06,965680.57,490475.31,475205.26,29.74
EV-0682,Hyderabad,2023-04-13,DCFC,3.72,18.52,8.86,68344.64,2,13899.68,Active,1604228.68,1265742.73,619433.19,646309.54,40.29
EV-0683,Madurai,2022-05-17,Unknown,10.05,17.2,6.23,45970.59,6,15235.38,Active,272968.97,790694.15,301632.16,489061.99,179.16
EV-0684,Coimbatore,2023-04-21,DCFC,5.16,16.9,7.36,72506.31,1,13670.75,Under Maintenance,1620911.87,1225356.64,547317.19,678039.45,41.83
EV-0685,Hyderabad,2023-11-15,L2,2.95,19.72,7.82,58595.44,3,20741.29,Active,277461.11,1155502.08,478957.63,676544.45,243.83
EV-0686,Hyderabad,2023-06-28,L2,7.03,19.55,6.15,56830.97,2,18156.19,Active,271819.82,1111045.46,367666.66,743378.8,273.48
EV-0687,Kochi,2023-07-27,L2,4.35,18.61,7.12,40277.16,4,24568.76,Active,177406.96,749557.95,311342.14,438215.81,247.01
EV-0688,Chennai,2023-09-02,Unknown,3.92,20.35,7.81,57636.89,2,17631.79,Active,239081.43,1172910.71,467775.9,705134.81,294.93
EV-0689,Chennai,2022-11-21,L2,5.42,14.58,7.55,43564.31,3,14878.47,Active,237324.48,635167.64,343789.01,291378.63,122.78
EV-0690,Bangalore,2024-02-13,L2,6.72,17.37,8.01,57041.13,2,17764.48,Active,229191.6,990804.43,474663.93,516140.5,225.2
EV-0691,Kochi,2023-03-30,L2,3.05,16.19,6.62,48472.62,2,11121.01,Active,222121.92,784771.72,332009.75,452761.97,203.83
EV-0693,Madurai,2024-01-07,L2,8.19,19.93,8.15,49523.43,3,18980.86,Active,165324.49,987001.96,422596.81,564405.15,341.39
EV-0694,Chennai,2023-06-01,Unknown,5.59,18.34,8.01,80567.86,4,6023.35,Active,285342.24,1477614.55,651371.91,826242.64,289.56
EV-0695,Hyderabad,2023-03-13,L2,4.24,20.07,8.45,45866.8,4,20608.01,Active,244527.97,920546.68,408182.47,512364.21,209.53
EV-0697,Chennai,2023-04-02,L2,8.75,20.71,7.59,55191.71,2,10752.39,Active,191895.06,1143020.31,429657.47,713362.84,371.75
EV-0698,Chennai,2022-06-12,L2,8.36,20.34,8.12,66168.07,4,12819.55,Under Maintenance,241529.22,1345858.54,550104.28,795754.26,329.47
EV-0699,Madurai,2024-02-01,L2,9.15,17.97,7.2,66051.48,2,14942.31,Active,211040.25,1186945.1,490512.97,696432.13,330.0
EV-0700,Kochi,2023-05-02,L2,5.3,17.5,7.73,52501.72,2,10389.14,Offline,216198.63,918780.1,416227.44,502552.66,232.45
EV-0701,Madurai,2023-04-06,DCFC,0.81,16.58,6.94,55086.34,8,17702.6,Active,1497398.63,913331.52,400001.8,513329.72,34.28
EV-0702,Coimbatore,2022-09-23,L2,9.62,19.5,9.07,55108.07,3,18143.35,Active,170810.88,1074607.36,517973.54,556633.82,325.88
EV-0703,Hyderabad,2024-02-09,Unknown,6.08,18.18,7.73,55968.33,3,7785.19,Active,209002.56,1017504.24,440420.38,577083.86,276.11
EV-0704,Kochi,2022-09-11,DCFC,8.17,17.66,9.06,65361.1,4,10884.45,Active,1678010.19,1154277.03,603056.02,551221.01,32.85
EV-0705,Kochi,2023-10-15,DCFC,10.67,17.56,8.31,31132.15,1,15721.19,Active,1315205.87,546680.55,274429.36,272251.19,20.7
EV-0706,Kochi,2022-10-11,DCFC,12.59,21.4,7.11,33860.02,4,20702.9,Active,1372543.05,724604.43,261447.64,463156.79,33.74
EV-0707,Kochi,2024-02-24,DCFC,4.88,20.41,8.25,50825.41,4,18261.42,Active,1789703.13,1037346.62,437571.05,599775.57,33.51
EV-0708,Madurai,2024-03-07,Unknown,6.83,22.16,8.81,45202.1,4,3345.41,Active,268807.62,1001678.54,401575.91,600102.63,223.25
EV-0709,Kochi,2023-06-18,L2,9.92,19.56,7.92,61942.36,3,13540.03,Active,178533.11,1211592.56,504123.52,707469.04,396.27
EV-0711,Hyderabad,2023-10-04,L2,5.04,18.45,7.45,52073.02,2,11000.2,Active,293311.75,960747.22,398944.2,561803.02,191.54
EV-0712,Kochi,2022-09-02,L2,5.03,16.46,8.02,33116.99,2,10612.94,Active,286021.82,545105.66,276211.2,268894.46,94.01
EV-0713,Hyderabad,2022-10-09,L2,6.43,15.98,8.24,50398.4,2,11265.23,Active,268406.41,805366.43,426548.05,378818.38,141.14
EV-0714,Bangalore,2023-03-27,L2,5.95,19.51,7.42,49212.33,2,13460.11,Active,256849.0,960132.56,378615.6,581516.96,226.4
EV-0715,Bangalore,2022-03-21,DCFC,9.03,16.63,6.92,53332.8,5,21220.68,Offline,1534795.39,886924.46,390283.66,496640.8,32.36
EV-0716,Hyderabad,2024-01-01,DCFC,4.09,18.92,9.29,51570.82,0,18299.65,Under Maintenance,1755704.43,975719.91,497392.57,478327.34,27.24
EV-0717,Chennai,2022-10-20,L2,8.53,20.73,8.6,57842.26,4,10696.49,Active,246491.1,1199070.05,508139.93,690930.12,280.31
EV-0718,Coimbatore,2022-08-29,DCFC,9.84,17.17,7.45,44801.58,3,9819.21,Active,1560697.52,769243.13,343590.98,425652.15,27.27
EV-0719,Chennai,2022-10-06,L2,10.21,22.52,8.22,56436.7,6,13006.54,Active,223952.32,1270954.48,476916.21,794038.27,354.56
EV-0720,Chennai,2022-12-10,DCFC,9.54,16.52,6.52,61940.71,6,33591.87,Active,1733596.67,1023260.53,437445.3,585815.23,33.79
EV-0721,Madurai,2022-11-24,Unknown,8.63,20.48,6.02,41981.07,1,17626.4,Active,292815.23,859772.31,270352.44,589419.87,201.29
EV-0722,Chennai,2023-07-08,DCFC,12.76,19.35,9.08,38417.62,6,26916.48,Under Maintenance,1421821.63,743380.95,375748.47,367632.48,25.86
EV-0723,Kochi,2022-03-24,L2,5.07,20.89,8.23,57145.49,6,16431.26,Active,186954.47,1193769.29,486738.64,707030.65,378.18
EV-0724,Madurai,2022-05-22,L2,8.34,16.27,7.95,30183.5,3,10265.1,Active,240271.03,491085.54,250223.92,240861.62,100.25
EV-0727,Madurai,2023-01-28,L2,3.06,19.85,8.87,48278.62,4,20457.8,Active,163327.72,958330.61,448689.16,509641.45,312.04
EV-0728,Bangalore,2023-12-12,Unknown,5.34,21.39,6.95,58190.24,4,16476.68,Active,223587.58,1244689.23,420898.85,823790.38,368.44
EV-0729,Hyderabad,2022-06-06,L2,7.13,17.29,6.32,57259.32,3,6663.47,Active,243062.16,990013.64,368542.37,621471.27,255.68
EV-0730,Coimbatore,2023-12-25,L2,10.42,20.15,9.05,50118.36,2,22263.27,Active,160516.45,1009884.95,475834.43,534050.52,332.71
EV-0731,Madurai,2022-08-08,L2,5.62,16.96,8.86,63179.25,4,13340.24,Active,181042.97,1071520.08,573108.39,498411.69,275.3
EV-0732,Hyderabad,2022-03-07,DCFC,3.9,21.29,8.58,39914.18,6,18266.89,Active,1208073.15,849772.89,360730.55,489042.34,40.48
EV-0733,Hyderabad,2023-03-01,L2,10.24,16.98,7.19,60685.35,3,20261.69,Active,205289.8,1030437.24,456589.36,573847.88,279.53
EV-0734,Kochi,2023-02-22,L2,5.24,18.58,8.36,33820.65,2,2189.66,Active,251415.7,628387.68,284930.29,343457.39,136.61
EV-0735,Coimbatore,2022-12-05,L2,2.13,19.11,7.28,57659.73,5,14335.79,Active,229353.2,1101877.44,434098.62,667778.82,291.16
EV-0737,Hyderabad,2023-04-23,L2,5.69,22.44,8.98,30333.71,1,2890.54,Active,217601.44,680688.45,275287.26,405401.19,186.3
EV-0738,Coimbatore,2023-03-02,DCFC,12.25,17.6,7.46,53849.64,1,9337.36,Active,1386601.69,947753.66,411055.67,536697.99,38.71
EV-0739,Coimbatore,2022-03-05,DCFC,7.69,20.78,9.13,49483.6,1,12726.96,Active,1749629.21,1028269.21,464512.23,563756.98,32.22
EV-0740,Hyderabad,2022-07-31,L2,6.13,22.44,8.11,26859.12,2,19228.26,Active,156150.7,602718.65,237055.72,365662.93,234.17
EV-0741,Coimbatore,2023-03-07,L2,4.19,18.83,8.49,18295.02,3,14118.81,Active,274397.62,344495.23,169443.53,175051.7,63.79
EV-0742,Hyderabad,2023-02-03,DCFC,7.33,17.4,6.69,47716.04,1,15740.61,Under Maintenance,1258596.65,830259.1,334960.92,495298.18,39.35
EV-0743,Hyderabad,2024-02-28,DCFC,10.14,15.04,8.23,74273.39,1,13219.36,Active,1675985.86,1117071.79,624489.36,492582.43,29.39
EV-0744,Kochi,2023-08-22,L2,7.28,22.27,7.32,54815.23,2,20439.52,Active,255686.79,1220735.17,421687.0,799048.17,312.51
EV-0745,Chennai,2023-12-14,L2,4.38,18.01,8.47,39975.45,3,14878.47,Active,278933.93,719957.85,353470.53,366487.32,131.39
EV-0746,Hyderabad,2022-01-21,DCFC,7.85,16.5,9.47,66228.04,5,15814.28,Active,1415187.36,1092762.66,642993.82,449768.84,31.78
EV-0747,Bangalore,2024-02-23,L2,6.38,15.78,8.29,63608.35,4,9284.33,Active,231505.48,1003739.76,536597.55,467142.21,201.78
EV-0748,Madurai,2023-08-13,DCFC,7.62,16.49,7.1,69073.69,3,15599.2,Active,1767829.11,1139025.15,506022.4,633002.75,35.81
EV-0749,Chennai,2023-01-25,L2,5.61,20.34,8.63,60258.47,1,28909.36,Active,281794.64,1225657.28,548939.96,676717.32,240.15
EV-0750,Chennai,2023-05-04,Unknown,5.55,20.62,8.4,63288.53,2,18976.34,Active,156100.8,1305009.49,550599.99,754409.5,483.28
EV-0751,Chennai,2022-01-07,DCFC,9.82,19.8,10.06,60966.63,2,16954.93,Offline,1436232.24,1207139.27,630279.23,576860.04,40.16
EV-0752,Kochi,2022-12-27,L2,8.86,18.76,8.25,42837.43,2,24262.3,Active,252063.24,803630.19,377671.1,425959.09,168.99
EV-0753,Hyderabad,2022-11-02,L2,5.58,16.01,7.41,25440.79,2,14950.17,Active,285709.14,407307.05,203466.42,203840.63,71.35
EV-0754,Kochi,2024-02-11,L2,5.35,17.04,8.77,42182.97,5,18571.52,Under Maintenance,284619.47,718797.81,388516.17,330281.64,116.04
EV-0755,Hyderabad,2023-02-04,L2,4.14,16.29,7.87,66574.05,3,14769.0,Active,157973.11,1084491.27,538706.77,545784.5,345.49
EV-0756,Kochi,2023-03-06,L2,7.64,19.65,8.08,44284.84,2,15910.65,Active,241416.96,870197.11,373732.16,496464.95,205.65
EV-0757,Kochi,2023-07-06,L2,7.28,16.37,7.07,51388.57,4,16094.15,Active,168700.72,841230.89,379411.34,461819.55,273.75
EV-0758,Madurai,2024-02-05,L2,5.38,17.07,7.88,32513.23,5,13762.16,Under Maintenance,161770.29,555000.84,269966.41,285034.43,176.2
EV-0760,Kochi,2023-07-14,L2,11.19,15.16,7.87,51388.57,2,8415.83,Active,164639.63,779050.72,412843.88,366206.84,222.43
EV-0761,Madurai,2023-09-10,L2,1.8,18.59,7.41,57388.43,0,9374.9,Active,259185.36,1066850.91,434623.17,632227.74,243.93
EV-0763,Bangalore,2023-05-15,DCFC,17.51,20.87,7.08,42071.94,3,17379.64,Active,1457397.07,878041.39,315248.98,562792.41,38.62
EV-0764,Kochi,2022-08-13,DCFC,1.97,16.86,6.84,62632.63,6,10449.95,Active,1273267.57,1055986.14,438857.14,617129.0,48.47
EV-0765,Bangalore,2022-10-07,L2,8.49,15.9,8.71,54879.0,4,29136.62,Active,276480.96,872576.1,507132.71,365443.39,132.18
EV-0766,Coimbatore,2023-03-23,L2,5.95,17.75,8.62,56730.09,3,14335.79,Active,277965.51,1006959.1,503349.17,503609.93,181.18
EV-0767,Madurai,2023-05-13,L2,7.14,16.3,6.69,49353.39,7,17904.12,Active,259917.9,804460.26,348078.3,456381.96,175.59
EV-0768,Madurai,2022-01-30,DCFC,5.69,18.58,6.17,42423.88,4,18607.56,Active,1640773.22,788235.69,280362.9,507872.79,30.95
EV-0769,Coimbatore,2023-02-03,DCFC,9.19,14.78,6.99,49917.92,3,10937.92,Active,1532005.66,737786.86,359864.18,377922.68,24.67
EV-0770,Bangalore,2022-12-11,L2,7.41,17.29,7.87,58267.4,1,9073.8,Active,174493.75,1007443.35,467638.24,539805.11,309.35
EV-0771,Kochi,2023-11-16,DCFC,6.83,16.64,9.15,36927.39,2,13298.32,Active,1412277.59,614471.77,351183.94,263287.83,18.64
EV-0772,Kochi,2023-11-27,DCFC,4.25,19.64,7.85,53435.75,1,15001.48,Active,1583143.64,1049478.13,434472.12,615006.01,38.85
EV-0773,Bangalore,2023-02-19,L2,11.21,16.88,7.23,49096.87,4,18565.39,Active,280798.86,828755.17,373535.76,455219.41,162.12
EV-0774,Madurai,2024-01-12,L2,6.52,15.03,8.15,91659.49,2,5848.32,Active,187599.31,1377642.13,752873.16,624768.97,333.03
EV-0775,Chennai,2022-06-19,L2,12.22,18.1,7.89,51498.04,1,25736.24,Active,278726.76,932114.52,432055.78,500058.74,179.41
EV-0776,Coimbatore,2023-04-24,L2,11.32,19.14,6.62,67354.1,2,16240.12,Active,224645.73,1289157.47,462124.26,827033.21,368.15
EV-0777,Chennai,2022-05-11,Unknown,3.7,17.96,6.62,62449.15,3,12877.22,Active,1297421.53,1121586.73,426290.59,695296.14,53.59
EV-0778,Bangalore,2023-09-30,L2,4.86,17.28,6.65,32651.58,3,15787.37,Active,276090.09,564219.3,232920.38,331298.92,120.0
EV-0779,Madurai,2023-07-01,L2,3.91,17.16,10.48,26767.64,1,10487.75,Offline,154437.43,459332.7,291012.62,168320.08,108.99
EV-0780,Coimbatore,2022-01-28,L2,6.38,18.73,8.86,53705.22,3,10137.3,Active,204441.39,1005898.77,485965.55,519933.22,254.32
EV-0781,Chennai,2023-02-08,L2,6.97,16.72,7.41,68860.02,3,9687.99,Active,272354.01,1151339.53,519940.74,631398.79,231.83
EV-0782,Madurai,2023-08-30,L2,7.07,17.84,9.11,54318.72,1,13717.57,Active,272093.22,969045.96,508561.11,460484.85,169.24
EV-0783,Hyderabad,2023-08-01,L2,9.14,20.0,7.43,51182.78,2,25513.58,Active,277303.19,1023655.6,405801.64,617853.96,222.81
EV-0784,Coimbatore,2023-11-10,Unknown,10.23,15.9,9.08,45738.7,3,15463.33,Active,175382.39,727245.33,430770.73,296474.6,169.04
EV-0785,Chennai,2022-01-28,L2,8.92,18.41,8.08,30140.58,6,18469.45,Active,255882.99,554888.08,262005.34,292882.74,114.46
EV-0786,Chennai,2022-03-27,L2,5.1,14.92,7.34,35592.19,3,19692.57,Active,171975.5,531035.47,280939.24,250096.23,145.43
EV-0788,Coimbatore,2023-03-15,L2,6.51,16.54,8.14,33454.3,1,9194.9,Active,186768.9,553334.12,281512.9,271821.22,145.54
EV-0789,Chennai,2022-05-19,L2,7.57,20.54,8.4,42109.88,2,7006.29,Active,260672.66,864936.94,360729.28,504207.66,193.43
EV-0790,Bangalore,2023-04-18,L2,6.04,15.55,8.22,61640.24,3,13062.74,Under Maintenance,218250.24,958505.73,519745.51,438760.22,201.04
EV-0791,Chennai,2022-07-06,L2,3.14,19.38,8.21,43323.99,3,212.83,Active,297939.52,839618.93,355902.79,483716.14,162.35
EV-0792,Kochi,2022-02-21,L2,8.21,20.94,8.8,53834.39,1,19676.96,Active,236984.07,1127292.13,493419.59,633872.54,267.47
EV-0794,Hyderabad,2023-01-24,DCFC,5.44,16.78,9.25,57485.73,3,16944.39,Under Maintenance,1347722.86,964610.55,548687.39,415923.16,30.86
EV-0795,Chennai,2022-12-02,Unknown,6.36,16.61,8.22,34477.78,1,14315.88,Active,260178.02,572675.93,297723.23,274952.7,105.68
EV-0796,Kochi,2022-08-05,L2,5.9,17.53,7.69,65887.91,3,12592.59,Offline,224232.85,1155015.06,519270.62,635744.44,283.52
EV-0798,Madurai,2022-12-01,L2,3.3,17.36,6.74,43282.8,4,7642.75,Active,241287.24,751389.41,299368.82,452020.59,187.34
EV-0799,Bangalore,2022-12-12,L2,6.22,16.26,8.66,49686.42,4,23985.63,Active,274568.94,807901.19,454270.03,353631.16,128.8
EV-0800,Kochi,2024-02-19,DCFC,8.26,14.46,6.99,61402.17,3,15855.6,Active,1773762.96,887875.38,445056.77,442818.61,24.96
EV-0801,Kochi,2023-01-24,DCFC,7.16,21.7,7.63,70689.64,4,12787.67,Active,1658902.44,1533965.19,552149.62,981815.57,59.18
EV-0804,Coimbatore,2023-03-08,L2,3.3,16.88,7.51,37562.36,2,28725.79,Active,187443.05,634052.64,310819.11,323233.53,172.44
